"Which authentication method uses unique biological traits, such as fingerprints or retinal prints, to identify users?",Biometrics.
What is the term for an attack that exploits a previously unknown software vulnerability before a patch is available?,Zero day attack.
A _____ attack attempts to crack a password or encryption key by systematically trying every possible combination.,Brute force
What is 'malware'?,Malicious software designed to infiltrate or damage a computer system without the owner's consent.
Which type of malware restricts access to a computer system or data until a sum of money is paid?,Ransomware.
"In the context of the HITECH Act, what is a 'breach of confidentiality'?","An unauthorised acquisition, access, use, or disclosure of protected health information."
What term refers to the data trail left by the use of electronic devices that can be checked for unauthorised access?,Audit trail.
What is 'anonymity' in e-health informatics?,A state where users provided with aggregate data cannot access the subject's identity without separate authorisation.
"Under HIPAA, what does 'PHI' stand for?",Protected Health Information.
Which privacy principle ensures that individuals can check and verify that their information is correct?,Verifiability.
"In the context of network security, what is 'availability'?",The requirement that a network be accessible and usable upon demand by an authorised entity.
What is the role of a 'certificate authority' (CA) in a PKI system?,To issue and sign digital certificates that verify the ownership of a public key.
What is 'integrity' in the context of network information?,The assurance that data has not been altered or destroyed in an unauthorised manner.
Which security protocol is commonly used by web browsers to obtain confidential information like credit card numbers using private keys?,Secure Socket Layer (SSL).
"In e-HDI, the process of checking whether CIR (Conflict of Interest Regulation) exists between a user and a view is a key function of _____.",The e-security policy
What is 'informed consent' in the e-health environment?,The process by which individuals are made fully aware of how their data may be used before agreeing to its processing.
The 'need-to-know' principle restricts data access based on what criteria?,The specific services or tasks an authorised user must perform.
Why is data security a major concern in mobile medicine using Bluetooth technology?,The protocol stack is vulnerable to passive eavesdropping and active interference.
What is the goal of the 'Public Key Infrastructure' (PKI) regarding mobile users?,To ensure confidentiality and verify the authenticity of users in electronic exchanges.
Which 1998 UK act established privacy and data regulations for handling personal information?,The Data Protection Act 1998.
"In the context of the Precision Medicine Initiative (PMI), why are privacy and security considered paramount?","The initiative requires correlation of individual information to outcomes, and data is not necessarily de-identified."
"According to the Mastrian source, what is the 'FAIR' principle in data discovery?","A set of standards ensuring data is Findable, Accessible, Interoperable, and Reusable."
What is 'syndromic surveillance' in public health informatics?,The use of health-related data to identify clusters of symptoms before a formal diagnosis is made.
"In e-HDI security, what is 'least privilege'?",A principle requiring that users be given only the minimum level of access necessary to perform their jobs.
Which security measure involves the use of 'invisible' watermarks to secure electronic medical records?,Data hiding techniques.
What does 'EPHI' stand for in the context of electronic security?,Electronic Protected Health Information.
Which privacy concept refers to the responsibility of recipients to disclose information only as authorised?,Confidentiality.
What is a 'negligent insider' in the context of security breaches?,An authorised user who unintentionally causes a security breach through carelessness or lack of knowledge.
A _____ is an authorised user who intentionally misuses their access to cause harm or steal information.,Malicious insider
What is 'scareware'?,"Malicious software that uses social engineering to cause shock, anxiety, or the perception of a threat to manipulate users into buying unwanted software."
What term describes the process of proving that a user is who they claim to be when accessing a system?,Authentication.
What is 'spear phishing'?,"A targeted phishing attack aimed at a specific individual, group, or organisation."
"In e-HDI, why is 'anonymity' alone sometimes insufficient to protect patient privacy?",Users may use data mining techniques to infer identities from non-identifying attributes.
Which privacy principle requires that an individual be able to challenge an organisation's compliance with privacy requirements?,Challenging Compliance.
"Under the Safeguards principle, what must be ensured for 'long-lived records' in terms of technology?",That they remain retrievable and readable across generations of software and hardware.
What is 'right-to-know' in the context of e-health practitioner access?,A concept describing levels of access corresponding to the services a practitioner provides to a specific patient.
Which Canadian act was revised in 2018 to strengthen personal information protection?,The Personal Information Protection and Electronic Documents Act (PIPEDA).
